                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                 1.0557,                 1.0448,                 1.1151,                0.53456,                0.24815,                0.27306,                 0.1985,                 1.2848,                 2.3241,                 1.3009,              0.0087922,              0.0087922,              0.0087922
                    125,                 1.0711,                  1.038,                 1.1188,                0.53696,                0.25364,                0.27533,                0.19943,                 1.2854,                  2.325,                 1.3022,              0.0087823,              0.0087823,              0.0087823
                    126,                 1.0626,                 1.0463,                 1.1141,                0.52258,                 0.2548,                0.27542,                0.19898,                 1.2784,                 2.3351,                 1.2975,              0.0087724,              0.0087724,              0.0087724
                    127,                 1.0603,                 1.0321,                 1.1093,                0.53464,                0.25743,                0.27728,                 0.2006,                 1.2748,                 2.3225,                 1.2925,              0.0087625,              0.0087625,              0.0087625
                    128,                 1.0639,                 1.0447,                 1.1149,                0.53727,                0.26334,                0.28208,                0.20504,                 1.2724,                  2.313,                 1.2897,              0.0087526,              0.0087526,              0.0087526
                    129,                 1.0546,                 1.0328,                 1.1108,                0.53951,                0.25359,                 0.2764,                0.20167,                  1.274,                 2.3192,                 1.2926,              0.0087427,              0.0087427,              0.0087427
                    130,                 1.0527,                 1.0216,                 1.1069,                0.56122,                0.24981,                0.27495,                0.20174,                 1.2738,                  2.342,                 1.2928,              0.0087328,              0.0087328,              0.0087328
                    131,                 1.0457,                 1.0185,                 1.1027,                0.51957,                0.25532,                 0.2748,                0.20069,                  1.273,                 2.3459,                   1.29,              0.0087229,              0.0087229,              0.0087229
                    132,                 1.0485,                 1.0062,                 1.1036,                0.60076,                0.24125,                0.27759,                0.20191,                 1.2722,                 2.3127,                 1.2929,               0.008713,               0.008713,               0.008713
                    133,                 1.0534,                 1.0094,                 1.1091,                0.58583,                0.24653,                 0.2819,                0.20576,                 1.2664,                 2.2973,                 1.2909,              0.0087031,              0.0087031,              0.0087031
